,relation,start_node,end_node
112,IsA,1_propanol,liquid
113,IsA,1_propanol,propanol
114,IsA,1_sex,animal
115,IsA,1_way_bombing_mission,bombing_mission
116,IsA,1f_catheter,catheter
117,IsA,1p36_deletion_syndrome,illness
118,IsA,1rl33m1,tangible_thing
119,IsA,1st,album
120,IsA,1st,military_unit
121,IsA,2000_gtx,chrysler_eagle
122,IsA,2001_spring,wrotten_spring
123,IsA,2009_nissan_370z_coupe,370z_coupe
124,IsA,200_meter_breaststroke,quick_burst_sport
125,IsA,200_meter_breaststroke,swimming_race
126,IsA,200_meter_freestyle,quick_burst_sport
127,IsA,200_meter_freestyle,swimming_race
128,IsA,200_meter_run,sprinting_competition
129,IsA,2010_nissan_370z_coupe,370z_coupe
130,IsA,2010_nissan_370z_roadster,nissan_370z_roadster
131,IsA,2011_cricket_world_cup,festival
132,IsA,2011_iihf_world_championship,festival
133,IsA,2011_rugby_world_cup,festival
134,IsA,2011_southeast_asian_games,festival
135,IsA,2011_world_aquatics_championship,festival
136,IsA,2011_world_aquatics_championships,festival
137,IsA,20_inch_television_set,television_set
138,IsA,20_mm_cannon,cannon
139,IsA,20_mm_gatling_gun,gatling_gun
140,IsA,20_mm_gatling_gun,machine_cannon
141,IsA,20_mm_machine_cannon,20_mm_cannon
142,IsA,20_°_c_calorie,calorie
143,IsA,20f_catheter,catheter
144,IsA,20q,game
145,IsA,21f_catheter,catheter
146,IsA,22_caliber_rifle,rifle
147,IsA,22_karat_gold,alloy
148,IsA,22_rf_shot_rounds,nicknamed'rat_shot
149,IsA,22_rimfire,great_round_for_plinking
150,IsA,22f_catheter,catheter
151,IsA,23f_catheter,catheter
152,IsA,240_volt_device,electrical_device
153,IsA,240_volt_device,tangible_thing
154,IsA,24_hours,long_time_to_sleep
155,IsA,24_hours,newspaper
156,IsA,24_karat_gold,gold
157,IsA,24_sussex_drive,building
158,IsA,24f_catheter,catheter
159,IsA,25_inch_television_set,television_set
160,IsA,25_mm_cannon,cannon
161,IsA,25_mm_machine_cannon,25_mm_cannon
162,IsA,25f_catheter,catheter
163,IsA,26f_catheter,catheter
164,IsA,27_inch_television_set,television_set
165,IsA,27f_catheter,catheter
166,IsA,280zx,datsun
167,IsA,280zx,nissan_vehicle
168,IsA,28_nm_bulk_sti,shallow_trench_isolation
169,IsA,28f_catheter,catheter
170,IsA,29_inch_television_set,television_set
171,IsA,29f_catheter,catheter
172,IsA,2_a.m,calendar_hour
173,IsA,2_bromobutyric_acid,chemical_compound
174,IsA,2_byte_integer,computer_integer
175,IsA,2_byte_integer,programming_datastructure
176,IsA,2_chloropropane,chloropropane
177,IsA,2_d_point,point_in_space
178,IsA,2_diisopropylamino_ethanol,tangible_thing
179,IsA,2_heads,better_than1
180,IsA,2_mercaptoethanol,chemical_compound
181,IsA,2_mercaptoethanol,liquid
182,IsA,2_mercaptoethanol,tangible_thing
183,IsA,2_methoxybenzoic_acid,benzoic_acid
184,IsA,2_moderate,2_through_4
185,IsA,2_moderate,cardiac_valve_regurgitation
186,IsA,2_old,2_through_4
187,IsA,2_old,cardiac_valve_regurgitation
188,IsA,2_old,moderate_physiological_condition
189,IsA,2_p.m,calendar_hour
190,IsA,2_people,skiiing
191,IsA,2_percent_milk,milk
192,IsA,2_phosphoglycerate_molecule,molecule
193,IsA,2_phosphoglycerate_molecule,organic_molecule
194,IsA,2_through_4,illness
195,IsA,2_tone,music_genre
196,IsA,2a28_tank_cannon,automatic_weapon
197,IsA,2a28_tank_cannon,smooth_bore_weapon
198,IsA,2a28_tank_cannon,tank_cannon
199,IsA,2a38_tank_cannon,automatic_weapon
200,IsA,2a38_tank_cannon,smooth_bore_weapon
201,IsA,2a38_tank_cannon,tank_cannon
202,IsA,2a42_machine_gun,heavy_machine_gun
203,IsA,2a70_tank_cannon,atgm_launcher
204,IsA,2a70_tank_cannon,automatic_weapon
205,IsA,2a70_tank_cannon,rifled_bore_weapon
206,IsA,2a70_tank_cannon,tank_cannon
207,IsA,2a72_machine_gun,heavy_machine_gun
208,IsA,2ap,acetylpyrroline
209,IsA,2ap,ap
210,IsA,2ap,imine
211,IsA,2b11_mortar,120mm_mortar
212,IsA,2b9_mortar,mortar_launcher_medium
213,IsA,2c_b,chemical_compound
214,IsA,2d_geographical_place,geographical_area_intangible
215,IsA,2d_geographical_place,geographical_region_of_space
216,IsA,2f_catheter,catheter
217,IsA,2nd_mortgage,mortgage
218,IsA,2s1_how,122mm_self_propelled_howitzer
219,IsA,2s1_how,amphibious_vehicle
220,IsA,2s1_how,automatic_weapon
221,IsA,2x4,piece_of_wood
222,IsA,3.0cs,bmw_automobile
223,IsA,3.5_inch_floppy_drive,floppy_drive
224,IsA,3.5_inch_m20_bazooka,bazooka
225,IsA,300_series,desktop_computer
226,IsA,300_series,product
227,IsA,30_minutes,single
228,IsA,30f_catheter,catheter
229,IsA,318i,bmw_automobile
230,IsA,31_inch_television_set,television_set
231,IsA,31f_catheter,catheter
232,IsA,32_bit_function,coding_function
233,IsA,32_nm_soi_sti,shallow_trench_isolation
234,IsA,32_teeth,common
235,IsA,32f_catheter,catheter
236,IsA,33f_catheter,catheter
237,IsA,34f_catheter,catheter
238,IsA,35_inch_television_set,television_set
239,IsA,35_millimeter_camera,still_camera
240,IsA,370z,car
241,IsA,370z,gas_driven_automobile
242,IsA,370z,nissan_vehicle
243,IsA,370z,sports_car
244,IsA,370z_coupe,370z
245,IsA,370z_coupe,car
246,IsA,370z_coupe,gas_driven_automobile
247,IsA,370z_coupe,sports_car
248,IsA,380_pistol,handgun
249,IsA,380_pistol,military_weapon
250,IsA,3_1_loan,intermediate_adjustible_rate_loan
251,IsA,3_a.m,calendar_hour
252,IsA,3_carbon_sugar,disaccharide
253,IsA,3_gb_s_sas,sas
254,IsA,3_lisp,lisp
255,IsA,3_lisp,lisp
256,IsA,3_moderately_severe,2_through_4
257,IsA,3_moderately_severe,3_through_4
258,IsA,3_moderately_severe,cardiac_valve_regurgitation
259,IsA,3_nitrobenzoic_acid,benzoic_acid
260,IsA,3_old,2_through_4
261,IsA,3_old,3_through_4
262,IsA,3_old,cardiac_valve_regurgitation
263,IsA,3_old,moderate_to_severe_condition
264,IsA,3_p.m,calendar_hour
265,IsA,3_phosphoglyceric_acid,chemical_compound
266,IsA,3_phosphoglyceric_acid,molecule
267,IsA,3_phosphoglyceric_acid,organic_compound
268,IsA,3_ring_binder,binder
269,IsA,3_ring_binder,device_officeproduct_nonconsumable
270,IsA,3_ring_binder,tangible_thing
271,IsA,3_through_4,illness
272,IsA,3_through_4,regurgitation
273,IsA,3_way_sex,group_orgy
274,IsA,3_way_sex,human_sexual_behavior
275,IsA,3d_cartesian_graph,cartesian_graph
276,IsA,3d_polygon,geometrical_figure
277,IsA,3d_polygon,simply_connected_thing
278,IsA,3d_polygon,three_dimensional_shape
279,IsA,3d_printer,printer
280,IsA,3d_printer,printer
281,IsA,3dfx_voodoo,graphics_accelerator_card
282,IsA,3dfx_voodoo,product
283,IsA,3f_aortic_prosthesis,valve_prosthesis
284,IsA,3f_catheter,catheter
285,IsA,3m,company
286,IsA,3m,large_corporation
287,IsA,3rd_degree_av_block,cardiac_arrhythmia
288,IsA,3tc,medicine
289,IsA,3tc,nrti
290,IsA,4000_quattro,audi
291,IsA,400_meter_run,quick_burst_sport
292,IsA,400_meter_run,sprinting_competition
293,IsA,401_k_plan,pension_plan
294,IsA,40mm_rifle_grenade,rocket_propelled_grenade
295,IsA,43rd,military_unit
296,IsA,43rd,military_unit
297,IsA,45_phonograph_record,phonograph_record
298,IsA,45_phonograph_record,rigid_portable_object
299,IsA,48_receptacle_power_strip,computer_hardware
300,IsA,48_receptacle_power_strip,information_technology_related_thing
301,IsA,48_receptacle_power_strip,power_strip
302,IsA,49th,military_unit
303,IsA,4_a.m,calendar_hour
304,IsA,4_aminobenzoic_acid,chemical_compound
305,IsA,4_aminobenzoic_acid,benzoic_acid
306,IsA,4_aminopyridine,chemical_compound
307,IsA,4_aminopyridine,pyridine
308,IsA,4_byte_integer,computer_integer
309,IsA,4_byte_integer,programming_datastructure
310,IsA,4_byte_real_datatype,real_number_datatype
311,IsA,4_chlorodehydromethyltestosterone,drug
312,IsA,4_chlorodehydromethyltestosterone,anabolic_steroid
313,IsA,4_dimethylaminopyridine,chemical_compound
314,IsA,4_dimethylaminopyridine,amine
315,IsA,4_h,organisation
316,IsA,4_hydroxybenzoic_acid,chemical_compound
317,IsA,4_hydroxybenzoic_acid,benzoic_acid
318,IsA,4_hydroxytestosterone,anabolic_steroid
319,IsA,4_methoxybenzoic_acid,benzoic_acid
320,IsA,4_methylbenzoic_acid,benzoic_acid
321,IsA,4_methylsulfonyl_benzenepropanoic_acid,organic_compound
322,IsA,4_old,2_through_4
323,IsA,4_old,3_through_4
324,IsA,4_old,cardiac_valve_regurgitation
325,IsA,4_old,severe_condition
326,IsA,4_p.m,calendar_hour
327,IsA,4_severe,2_through_4
328,IsA,4_severe,3_through_4
329,IsA,4_severe,cardiac_valve_regurgitation
330,IsA,4_tert_butylcatechol,chemical_compound
331,IsA,4_tert_butylcatechol,antioxidant
332,IsA,4_°_c_calorie,calorie
333,IsA,4cv,renault
334,IsA,4f_catheter,catheter
335,IsA,4ktro,intro
336,IsA,4runner,gas_driven_automobile
337,IsA,4runner,toyota_automobile
338,IsA,4th_grade,television_episode
339,IsA,4wd,drive_train
340,IsA,5000_meter_run,endurance_event
341,IsA,5000_meter_run,running_event
342,IsA,5000_quattro,audi
343,IsA,52verse,dcverse
344,IsA,52verse,dcverse
345,IsA,533i,bmw_automobile
346,IsA,54_receptacle_power_strip,computer_hardware
347,IsA,54_receptacle_power_strip,information_technology_related_thing
348,IsA,54_receptacle_power_strip,power_strip
349,IsA,5_a.m,calendar_hour
350,IsA,5_card_stud,game_of_poker
351,IsA,5_p.m,calendar_hour
352,IsA,5f_catheter,catheter
353,IsA,600_cell,tetraplex
354,IsA,60_minutes,television_show
355,IsA,60mm_motar_shell,mortar_shell
356,IsA,633si,bmw_automobile
357,IsA,64_bit_function,coding_function
358,IsA,65_troop_strength,deployable_military_unit
359,IsA,6_a.m,calendar_hour
360,IsA,6_gb_s_sas,sas
361,IsA,6_hydroxydopamine,bacterial_neurotoxin
362,IsA,6_hydroxydopamine,cholinesterase_inhibiting_substance
363,IsA,6_hydroxydopamine,neurotoxin
364,IsA,6_p.m,calendar_hour
365,IsA,6f_catheter,catheter
366,IsA,7.62x39,efficient_round
367,IsA,733i,bmw_automobile
368,IsA,76_millimetre_cannon,cannon
369,IsA,7_a.m,calendar_hour
370,IsA,7_alram_fire,bigger_than_4_alarm_fire
371,IsA,7_p.m,calendar_hour
372,IsA,7_up,beverage
373,IsA,7_up,popular_soda
374,IsA,7_up,soda
375,IsA,7f_catheter,catheter
376,IsA,7up,soft_drink
377,IsA,800_meter_freestyle,endurance_event
378,IsA,800_meter_freestyle,swimming_race
379,IsA,802.11b,commonly_used_wireless_networking_standard
380,IsA,81_millimeter_mortar,mortar
381,IsA,81_mm_mortar,mortar
382,IsA,81_mm_mortar,mortar_launcher_medium
383,IsA,81mm_mortar_lav,amv
384,IsA,850_mini_cooper,austin_car
385,IsA,850_series,volvo
386,IsA,8_a.m,calendar_hour
387,IsA,8_ball,game_of_billiards
388,IsA,8_byte_integer,computer_integer
389,IsA,8_byte_integer,programming_datastructure
390,IsA,8_byte_real_datatype,real_number_datatype
391,IsA,8_cell,hypercube
392,IsA,8_k,situation_report
393,IsA,8_mm_cassette,home_electronics
394,IsA,8_mm_cassette,videotape
395,IsA,8_p.m,calendar_hour
396,IsA,8_track,magnetic_tape
397,IsA,8_track,magnetic_tape
398,IsA,8f_catheter,catheter
399,IsA,8mm_camcorder,camcorder
400,IsA,8x8x8,8x8
401,IsA,8x8x8,8x8
402,IsA,900_turbo,saab
403,IsA,90_troop_strength,deployable_military_unit
404,IsA,90mm_mistral_missile_launcher,artifact
405,IsA,90mm_mistral_missile_launcher,missile_launcher
406,IsA,90mm_mistral_missile_launcher,tangible_thing
407,IsA,940_series,volvo
408,IsA,94ul,avgas
409,IsA,968_series,porsche
410,IsA,9_a.m,calendar_hour
411,IsA,9_p.m,calendar_hour
412,IsA,9f_catheter,catheter
413,IsA,9mm_pistol,handgun
414,IsA,9p111_atgm_launch,atgm_launcher
415,IsA,9p135m2_atgm_launch,atgm_launcher
416,IsA,a'brane,higher_dimensional_object
417,IsA,a,or
418,IsA,a,set_containing_one_element
419,IsA,a,blood_group
420,IsA,a,letter
421,IsA,a,basketball_league
422,IsA,a,programming_language
423,IsA,a,musical_artist
424,IsA,a,ship
425,IsA,a60,austin_car
426,IsA,a6_series,maserati
427,IsA,aa,standard_battery_specification
428,IsA,aa,n_6_fatty_acid
429,IsA,aa,pufa
430,IsA,aa,tangible_thing
431,IsA,aa,lava
432,IsA,aa,person
433,IsA,aa,river
434,IsA,aa,river
435,IsA,aa,plant
436,IsA,aa,river
437,IsA,aa_battery,small_appliance_battery
438,IsA,aa_l37a1_machine_gun,air_cooled_machine_gun
439,IsA,aa_l37a1_machine_gun,anti_aircraft_weapon
440,IsA,aa_l37a1_machine_gun,belt_fed_automatic_firearm
441,IsA,aa_l37a1_machine_gun,gas_operated_automatic_firearm
442,IsA,aa_l37a1_machine_gun,general_purpose_machine_gun
443,IsA,aaa_battery,small_appliance_battery
444,IsA,aaai_conference,computer_science_conference
445,IsA,aaai_workshop,workshop
446,IsA,aaargh,video_game
447,IsA,aachen,town
448,IsA,aachen,administrative_region
449,IsA,aaddzz,service_event
450,IsA,aaddzz,service_product
451,IsA,aaib,tsb
452,IsA,aak,music_genre
453,IsA,aal,river
454,IsA,aalborg,university
455,IsA,aalen,town
456,IsA,aalii,tree
457,IsA,aapa,sibling
458,IsA,aapa,sister
459,IsA,aaptos_kanuux,poriferan
460,IsA,aar,river
461,IsA,aar,river
462,IsA,aar,river
463,IsA,aardvark,animal
464,IsA,aardvark,mammal
465,IsA,aardvark,mammal
466,IsA,aardvark,quadruped
467,IsA,aardvark,vertebrate
468,IsA,aardvark,placental
469,IsA,aardwolf,mammal
470,IsA,aardwolf,mammal
471,IsA,aardwolf,shaggy_striped_african_carnivore
472,IsA,aardwolf,animal
473,IsA,aardwolf,hyaena
474,IsA,aardwolf,hyena
475,IsA,aardwolf,mammal
476,IsA,aardwolf,mammal
477,IsA,aardwolf,quadruped
478,IsA,aardwolf,hyena
479,IsA,aare,river
480,IsA,aare,river_in_switzerland
481,IsA,aarhus,city
482,IsA,aarhus,river
483,IsA,aaron,band
484,IsA,aaron,saint
485,IsA,aaron,given_name
486,IsA,aaron_burr,office_holder
487,IsA,aarp,organisation
488,IsA,aarskog_scott_syndrome,disease
489,IsA,aat_52_machine_gun,general_purpose_machine_gun
490,IsA,aavp7a1_armored_personnel_carrier,amphibious_vehicle
491,IsA,aavp7a1_armored_personnel_carrier,apc
492,IsA,aavp7a1_armored_personnel_carrier,tracked_vehicle
493,IsA,ab,blood_group
494,IsA,ab,jewish_calendar_month
495,IsA,ab_205_helicopter,helicopter
496,IsA,ab_206_helicopter,helicopter
497,IsA,ab_aeterno,television_episode
498,IsA,ab_machine,fitness_equipment
499,IsA,aba,coarse_fabric
500,IsA,aba,cloth
501,IsA,aba,enveloping_covering
502,IsA,aba,outer_garment
503,IsA,aba,fabric
504,IsA,aba,overgarment
505,IsA,ababil_cruise_missile,land_attack_cruise_missile
506,IsA,abaca,banana
507,IsA,abacavir,drug
508,IsA,abacavir,antiretroviral
509,IsA,abacus,consumer_durable
510,IsA,abacus,non_agentive_artifact
511,IsA,abacus,non_powered_device
512,IsA,abacus,tangible_thing
513,IsA,abacus,calculator
514,IsA,abacus,tablet
515,IsA,abafungin,thiazole
516,IsA,abalone,mollusk
517,IsA,abalone,shellfish
518,IsA,abalone,snail
519,IsA,abalone,gastropod
520,IsA,abalone,game
521,IsA,abamectin,drug
522,IsA,abampere,current_unit
523,IsA,abandon,unrestraint
524,IsA,abandoned_airfield,abandoned_thing
525,IsA,abandoned_airfield,airfield
526,IsA,abandoned_camp,campsite
527,IsA,abandoned_canal,abandoned_thing
528,IsA,abandoned_canal,canal
529,IsA,abandoned_causeway,abandoned_thing
530,IsA,abandoned_causeway,causeway
531,IsA,abandoned_complex,abandoned_thing
532,IsA,abandoned_complex,cluster_of_buildings
533,IsA,abandoned_home,abandoned_thing
534,IsA,abandoned_home,home
535,IsA,abandoned_mine,abandoned_thing
536,IsA,abandoned_mine,mine
537,IsA,abandoned_mission,abandoned_thing
538,IsA,abandoned_mission,mission
539,IsA,abandoned_person,unfortunate
540,IsA,abandoned_police_station,abandoned_thing
541,IsA,abandoned_police_station,police_station
542,IsA,abandoned_prison,abandoned_thing
543,IsA,abandoned_prison,prison
544,IsA,abandoned_railroad,abandoned_thing
545,IsA,abandoned_railroad,railroad
546,IsA,abandoned_ship,ship
547,IsA,abandoned_thing,tangible_thing
548,IsA,abandoned_township,abandoned_thing
549,IsA,abandoned_township,township
550,IsA,abandoned_well,abandoned_thing
551,IsA,abandoned_well,well
552,IsA,abandoning,change_in_status
553,IsA,abandoning,loss_of_user_rights
554,IsA,abandoning,performing
555,IsA,abandoning_situation,ending_situation
556,IsA,abandoning_situation,performing
557,IsA,abandoning_vessels_crew,human_activity
558,IsA,abandoning_vessels_crew,unnatural_thing
559,IsA,abandonment,disposal
560,IsA,abandonment,rejection
561,IsA,abandonware,computer_program
562,IsA,abandonware,computer_software
563,IsA,abar,monarch
564,IsA,abarelix,drug
565,IsA,abarema_oxyphyllidia,leguminous_plant
566,IsA,abarticulation,dislocation
567,IsA,abas,philosopher
568,IsA,abasement,humiliation
569,IsA,abashment,embarrassment
570,IsA,abasia,inability
571,IsA,abasia,disability_of_walking
572,IsA,abasia_trepidans,abasia
573,IsA,abatable_nuisance,nuisance
574,IsA,abatement,moderation
575,IsA,abatement_of_nuisance,abatement
576,IsA,abati,man_made_obstacle
577,IsA,abator,person
578,IsA,abattis,line_of_defense
579,IsA,abattoir,building
580,IsA,abax,insect
581,IsA,abay,station
582,IsA,abaya,robe
583,IsA,abazins,ethnic_group
584,IsA,abb,company
585,IsA,abba,band
586,IsA,abbacy,jurisdiction
587,IsA,abbas,person
588,IsA,abbe,abbot
589,IsA,abbe_condenser,condenser
590,IsA,abbess,superior
591,IsA,abbesses,station
592,IsA,abbey,home
593,IsA,abbey,place_of_worship
594,IsA,abbey,church
595,IsA,abbey,convent
596,IsA,abbey,monastery
597,IsA,abbi,person
598,IsA,abbot,superior
599,IsA,abbott's_booby,bird
600,IsA,abbott's_duiker,mammal
601,IsA,abbott_lawrence_lowell,office_holder
602,IsA,abbreviation,abbreviation_for_abbreviation_meaning
603,IsA,abbreviation,acronym
604,IsA,abbreviation,proper_name_string
605,IsA,abbreviation,creation_event
606,IsA,abbreviation,decrease
607,IsA,abbreviation,shortening
608,IsA,abbreviation,form
609,IsA,abbreviations,shortened_versions_of_words
610,IsA,abc,medicine
611,IsA,abc,nrti
612,IsA,abc,newspaper
613,IsA,abc,software
614,IsA,abc_islands,island
615,IsA,abc_kids,digital_channel_especially_for_children
616,IsA,abciximab,drug
617,IsA,abciximab,antiplatelet_drug
618,IsA,abcl,prototype_based_language
619,IsA,abcoulomb,unit
620,IsA,abcoulomb,charge_unit
621,IsA,abd_al_aziz_al_muqrin,martyred
622,IsA,abdi,given_name
623,IsA,abdicating,change_in_status
624,IsA,abdication,resignation
625,IsA,abdicator,quitter
626,IsA,abdomen,anatomical_structure
627,IsA,abdomen,body_part
628,IsA,abdomen,external_anatomical_part
629,IsA,abdomen,solid_object
630,IsA,abdomen,body_part
631,IsA,abdominal,skeletal_muscle
632,IsA,abdominal,musical_artist
633,IsA,abdominal_actinomycosis,actinomycosis
634,IsA,abdominal_aorta,artery
635,IsA,abdominal_aorta,medical_diagnosis
636,IsA,abdominal_aorta,systemic_artery
637,IsA,abdominal_aorta,aorta
638,IsA,abdominal_aorta_aortitis,aortitis
639,IsA,abdominal_aorta_aortitis,disease_afflicting_abdominal_aorta
640,IsA,abdominal_aorta_atherosclerosis,atherosclerosis
641,IsA,abdominal_aorta_atherosclerosis,disease_afflicting_abdominal_aorta
642,IsA,abdominal_aorta_calcification,calcification
643,IsA,abdominal_aorta_calcification,disease_afflicting_abdominal_aorta
644,IsA,abdominal_aorta_coarctation,aortic_coaractation
645,IsA,abdominal_aorta_coarctation,disease_afflicting_abdominal_aorta
646,IsA,abdominal_aorta_procedure_surgical,aortic_procedure
647,IsA,abdominal_aorta_saccular_aneurysm,abdominal_aortic_aneurysm
648,IsA,abdominal_aorta_saccular_aneurysm,saccular_aneurysm
649,IsA,abdominal_aortic_aneurysm,aneurysm
650,IsA,abdominal_aortic_aneurysm,disease_afflicting_abdominal_aorta
651,IsA,abdominal_aortic_aneurysm,vascular_disease
652,IsA,abdominal_aortic_aneurysm,aortic_aneurysm
653,IsA,abdominal_aortic_aneurysm_repair,aneurysm_repair
654,IsA,abdominal_aortic_aneurysm_repair,event
655,IsA,abdominal_aortic_pseudoaneurysm,aortic_pseudoaneurysm
656,IsA,abdominal_aortic_pseudoaneurysm,disease_afflicting_abdominal_aorta
657,IsA,abdominal_aortic_thrombosis,disease_afflicting_abdominal_aorta
658,IsA,abdominal_aortic_thrombosis,thrombosis
659,IsA,abdominal_breathing,breathing
660,IsA,abdominal_cavity,anatomical_structure
661,IsA,abdominal_cavity,body_part
662,IsA,abdominal_cavity,internal_body_part
663,IsA,abdominal_cavity,solid_object
664,IsA,abdominal_cavity,walled_cavity
665,IsA,abdominal_cavity,cavity
666,IsA,abdominal_external_oblique_muscle,muscle
667,IsA,abdominal_hernia_repair,hernia_repair_procedure
668,IsA,abdominal_muscle,skeletal_muscle
669,IsA,abdominal_pregnancy,disease
670,IsA,abdominal_pregnancy,ectopic_pregnancy
671,IsA,abdominal_procedure,surgical_procedure
672,IsA,abdominal_surgeon,surgeon
673,IsA,abdominal_wall,anatomical_structure
674,IsA,abdominal_wall,wall
675,IsA,abdominal_wound_infection,controlled_vocabulary_types
676,IsA,abdominal_wound_infection,infection
677,IsA,abdominocentesis,centesis
678,IsA,abdominoplasty,plastic_surgery
679,IsA,abdominousness,fatness
680,IsA,abdon,person
681,IsA,abdopus,octopus
682,IsA,abducens_muscle,ocular_muscle
683,IsA,abducens_nerve,nerve
684,IsA,abducens_nerve,cranial_nerve
685,IsA,abducens_nerve,motor_nerve
686,IsA,abducent,cranial_nerve
687,IsA,abducting,hostile_seizure_of_beings
688,IsA,abducting,human_activity
689,IsA,abducting,taking_person_prisoner
690,IsA,abducting,unnatural_thing
691,IsA,abduction,capture
692,IsA,abduction,motion
693,IsA,abduction_agent,worker
694,IsA,abduction_test,kb_content_test
695,IsA,abduction_test,structurally_specific_work
696,IsA,abductive_inference,logical_argument
697,IsA,abductive_logic_programming,logic_programming
698,IsA,abductor,skeletal_muscle
699,IsA,abductor_digiti_minimi_muscle,skeletal_muscle
700,IsA,abductor_pollicis_brevis_muscle,muscle
701,IsA,abductor_pollicis_brevis_muscle,skeletal_muscle
702,IsA,abductor_pollicis_longus_muscle,muscle
703,IsA,abductor_pollicis_longus_muscle,skeletal_muscle
704,IsA,abdul,given_name
705,IsA,abdulaziz_al_moqrin,smart_and_brutal_tactician
706,IsA,abdullah,given_name
707,IsA,abe_lincoln,president_of_us
708,IsA,abecedarian,sect
709,IsA,abecedarian,novice
710,IsA,abecedarius,poem
711,IsA,abel,given_name
712,IsA,abel_tasman,person
713,IsA,abelia,plant
714,IsA,abelia,shrub
715,IsA,abelian_group,group
716,IsA,abelian_group,group
717,IsA,abelian_group,group
718,IsA,abelmoschus,plant
719,IsA,abelmoschus,dilleniid_dicot_genus
720,IsA,abelmosk,mallow
721,IsA,abelson_murine_leukemia_virus,gammaretrovirus
722,IsA,abelsonite,mineral
723,IsA,abenaki,ethnic_group
724,IsA,abenaki,algonquin
725,IsA,abeokuta,city
726,IsA,aberdeen,city
727,IsA,aberdeen_angus,beef
728,IsA,abernathyite,mineral
729,IsA,aberrance,abnormality
730,IsA,aberrant,anomaly
731,IsA,aberration,optical_phenomenon
732,IsA,aberration,mental_disorder
733,IsA,abert's_squirrel,mammal
734,IsA,abetalipoproteinemia,disease
735,IsA,abetalipoproteinemia,genetic_disease
736,IsA,abetalipoproteinemia,hypobetalipoproteinemia
737,IsA,abetalipoproteinemia,lipidosis
738,IsA,abetment,encouragement
739,IsA,abettor,accessory
740,IsA,abeyance,inaction
741,IsA,abfarad,capacitance_unit
742,IsA,abgoosht,food
743,IsA,abhenry,inductance_unit
744,IsA,abhimanyu,person
745,IsA,abhorence,disgust
746,IsA,abhorence,dissatisfaction
747,IsA,abhorence,hatred
748,IsA,abhorrence,band
749,IsA,abhorrence,disgust
750,IsA,abhorrence,hate
751,IsA,abhorrer,hater
752,IsA,abhorrer,signer
753,IsA,abhurite,mineral
754,IsA,abidance,continuance
755,IsA,abidjan,city
756,IsA,abience,urge
757,IsA,abies,gymnosperm_genus
758,IsA,abies_alba,conifer
759,IsA,abies_amabilis,conifer
760,IsA,abies_balsamea,conifer
761,IsA,abies_concolor,conifer
762,IsA,abies_grandis,conifer
763,IsA,abies_lasiocarpa,conifer
764,IsA,abietic_acid,chemical_compound
765,IsA,abietic_acid,diterpene
766,IsA,abigail,musical_artist
767,IsA,abilene,in_texas
768,IsA,ability,disposition
769,IsA,ability,quality
770,IsA,ability,cognition
771,IsA,ability_to_ignore_bad_advice,learned_skill
772,IsA,abimelech,monarch
773,IsA,abio,organisation
774,IsA,abiogenesis,organic_phenomenon
775,IsA,abiogenist,believer
776,IsA,abioseston,seston
777,IsA,abioseston,seston
778,IsA,abiotrophy,degeneration
779,IsA,abishag,bastard
780,IsA,abiu,fruit_tree
781,IsA,abjurer,person
782,IsA,abkhasian,circassian
783,IsA,abkhaz,asian
784,IsA,abkhaz,human
785,IsA,abkhaz_autonomous_soviet_socialist_republic,administrative_region
786,IsA,abkhazia,country
787,IsA,abkhazian,circassian
788,IsA,abkhazians,ethnic_group
789,IsA,ablactation,bodily_process
790,IsA,ablating,complete_separation
791,IsA,ablating,removing
792,IsA,ablation,operation
793,IsA,ablation,erosion
794,IsA,ablative,oblique
795,IsA,ablative_absolute,constituent
796,IsA,ablaut,vowel
797,IsA,able,programming_language
798,IsA,able_bodied_seaman,sailor
799,IsA,able_minded_animal,intelligent_agent
800,IsA,able_minded_animal,sentient_animal
801,IsA,able_seaman,mariner
802,IsA,ableism,discrimination
803,IsA,ableism,discrimination
804,IsA,ablepharia,birth_defect
805,IsA,ablution,ritual
806,IsA,ablution,wash
807,IsA,abnaki,algonquian
808,IsA,abnegation,renunciation
809,IsA,abnegation,selflessness
810,IsA,abnegation,denial
811,IsA,abnegator,donor
812,IsA,abney_level,surveyor's_level
813,IsA,abnormal_aortic_conduit,illness
814,IsA,abnormal_cell,atypical_thing
815,IsA,abnormal_cell,cell
816,IsA,abnormal_chromosome,atypical_thing
817,IsA,abnormal_chromosome,chromosome
818,IsA,abnormal_condition,spatially_localized_situation
819,IsA,abnormal_eukaryotic_cell,atypical_thing
820,IsA,abnormal_eukaryotic_cell,eukaryotic_cell
821,IsA,abnormal_living_organism,atypical_thing
822,IsA,abnormal_living_organism,living_organism
823,IsA,abnormal_number_of_cusps,illness
824,IsA,abnormal_person,atypical_thing
825,IsA,abnormal_person,person
826,IsA,abnormal_protrusion,atypical_thing
827,IsA,abnormal_protrusion,protrusion
828,IsA,abnormal_protusion_biological,abnormal_protrusion
829,IsA,abnormal_protusion_biological,organic_matter
830,IsA,abnormal_psychology,psychology
831,IsA,abnormal_rhythm,controlled_vocabulary_types
832,IsA,abnormal_rhythm,illness
833,IsA,abnormal_sleep_pattern,illness
834,IsA,abnormality,social_quantity
