subject,predicated,object
Na02d771fbc024ba3b1d9e93d6947f285,type,Restriction
Ncf1db9b246264fe88d01ebe041bf78c5,onProperty,has_Local_sanitation_Mgmt
ICT_skills,label,ICT_skills
has_Migration_recruitment_cost,label,Migration_recruitment_cost
Sustainable_Development_Goals,type,Class
Goal_11,Concept,Sustainable_Cities_and_Communities
has_Bribery_in_public,type,ObjectProperty
Broadband_subscriptions,type,Class
has_Qualified_teachers,domain,Quality_Education
Water_sanitation_deaths,label,Water_sanitation_deaths
Good_health_and_well_being,subClassOf,N226f9d327aa84218a17857f3f4cd94f5
N45868f2755044ded9e8206519a8a18ca,cardinality,1
has_Degradad_land,type,ObjectProperty
has_Hazardous_waste,domain,Responsible_Consumption_and_Production
has_Child_labour,type,ObjectProperty
N712f2a91b1754e39892e74a1fab49c27,cardinality,1
has_Climate_change_education,range,Climate_change_education
N7fb32d2e20df49469e2124f8c9259d16,type,Restriction
has_Marine_ecosystems,domain,Life_Below_Water
Nd7964adcd0ab44eb901f884884b6b508,type,Restriction
Good_health_and_well_being,subClassOf,Nefa8033d06254bad880586065d68f9ba
Qualified_teachers,type,Class
Biodiversity_planning,subClassOf,Red_Indicators
Tourism_GDP_contribution,subClassOf,Red_Indicators
N5bd7fff890124db19a7a4a823f7dda29,onClass,Local_disaster_risk
has_Public_service_satisfaction,type,ObjectProperty
has_Labour_share_of_GDP,range,Labour_share_of_GDP
Peace_Justice_and_Strong_Institutions,subClassOf,Nea720dc4b13b464794e1e3133ae28a8d
N7f784aedb139400dae4a2a0c982e4b68,onClass,ODA_for_water
has_Tourism_GDP_contribution,domain,Decent_Work_and_Economic_Growth
Partnerships_for_The_Goals,subClassOf,Nd7ccad1edd4f462887f60dfcb4e1003f
Freshwater_stress,type,Class
N5bd7fff890124db19a7a4a823f7dda29,onProperty,has_Local_disaster_risk
N51aabe5bfdab46d5bc6054c317136564,onClass,Inclusive_intl_participation
N5e3a9bfa8390459c8411ba750641e9f7,onProperty,has_Basic_services
Science_tech_cooperation,type,Class
Reduce_Inequalities,subClassOf,N704688f0e7cf4944a6615f9d390eb936
Nb63c37f5d1e04dd1be2f56fc219c9946,cardinality,1
Nae2c925c20d144689bd47901d15a38c2,type,Restriction
N78d4d3cbe3c64cb5833fb0435ff62b92,type,Restriction
N86888339cb5e46cd9520e216d73ac7ea,onProperty,has_Electricity_access
Genetic_resources,label,Genetic_resources
Homicides_rate,label,Homicides_rate
has_Urban_slum_population,label,Urban_slum_population
Urban_slum_population,label,Urban_slum_population
No_Poverty,subClassOf,Nb8a687b7ddd34a7d92cd0a0d21a94454
Climate_Action,type,Class
Clean_Water_and_Sanitation,subClassOf,N211c77da6c8947209060cc73c8e1d193
has_Material_footprint,type,ObjectProperty
has_Disaster_deaths,domain,No_Poverty
N3dfe0f6243e84226ae815f7ece56d0be,cardinality,1
Responsible_Consumption_and_Production,subClassOf,N043fa9690bf0441096710b5bf0d297f1
N8f40f8510e66462f89c2c7c55b34d191,onProperty,has_Statistical_legislation
Mobile_network_coverage,subClassOf,Green_Indicators
ODA_for_biodiversity,label,ODA_for_biodiversity
N3c63923163d3448d869e16ac5f994f96,onProperty,has_Public_safety
has_Electricity_access,type,ObjectProperty
Ne61bbdc171ed4750888b93fde74379b5,cardinality,1
has_CO_two_emissions_intensity,type,ObjectProperty
Nf63622207036429dbf160093085f6979,onClass,Prod_per_labour_unit
N4e0536e00146480da5b1785d315df29e,onProperty,has_Violence_by_non_partner
has_Manufacturing_employment,domain,Industry_Innovation_and_Infrastructure
has_Seized_or_surrendered_arms,type,ObjectProperty
has_Invasive_alien_species,type,ObjectProperty
Ne61bbdc171ed4750888b93fde74379b5,type,Restriction
has_Fossil_fuel_subsidies,label,Fossil_fuel_subsidies
No_Poverty,type,Class
Ncdb1f634a12e49f5841d67191b98e9b9,onProperty,has_Transboundary_cooperation
N41042c5c7f6c49ab8c57756a304544d0,type,Restriction
Non_communicable,subClassOf,Green_Indicators
has_Discriminatory_practices,domain,Reduce_Inequalities
Public_information_access,label,Public_information_access
Clean_Water_and_Sanitation,type,Class
has_Genital_mutilation,label,Genital_mutilation
Medicine_availability,type,Class
ODA_to_agri,type,Class
has_Undernourichment,range,Undernourichment
Climate_change_education,subClassOf,Red_Indicators
Green_Climate_Fund,subClassOf,Green_Indicators
Responsible_Consumption_and_Production,subClassOf,Sustainable_Development_Goals
has_Macroeconomic_dashboard,type,ObjectProperty
N712f2a91b1754e39892e74a1fab49c27,onClass,Public_transpot_access
Reading_proficiency,type,Class
has_violence_prevalence,type,ObjectProperty
N452c228f0d7c44eeb140186b0867850d,onClass,Marine_ecosystems
Violence_by_non_partner,subClassOf,Red_Indicators
N00086603ee3d4f359f53c28820959c1e,cardinality,1
N84b85566031548dda871014018dd8cbb,onProperty,has_Red_List_Index
has_Healthcare_coverage,range,Healthcare_coverage
Quality_Education,subClassOf,N5e16abecc7094e249a0f033847872dde
N69665175c83445f8a306afe47fdd8089,onClass,Disparities_in_edu_access
N9eecc5b5aed14bc59526b3339380ba1e,cardinality,1
has_Climate_capacity_building,type,ObjectProperty
has_Agri_export_subsidies,range,Agri_export_subsidies
N68cf8baa552b4eb3a27feeb96c3d81fc,cardinality,1
N6468e449e46247a9ade8dda04ce0ef50,type,Restriction
Good_health_and_well_being,subClassOf,N3f6436ccd7fb40cb98af5c796d1e9abc
No_Poverty,subClassOf,N02906aa6de304aa988e537e962de88ae
N452c228f0d7c44eeb140186b0867850d,onProperty,has_Marine_ecosystems
Life_On_Land,subClassOf,Ne0eab10cae3a4079b2d9136e4892a974
has_ICT_skills,domain,Quality_Education
has_Support_sust_production,range,Support_sust_production
N0b8626c50cfe438684cf2bc99bb31048,onClass,Rural_road_access
N4e0536e00146480da5b1785d315df29e,type,Restriction
has_Marine_ecosystems,range,Marine_ecosystems
has_Homicides_rate,range,Homicides_rate
Nc437487918c144839480d962ef678b11,type,Restriction
N50fc80f94fed44b4a9ac3bcfd72d255c,cardinality,1
ODA_to_agri,label,ODA_to_agri
N4b778f17d8834f4ba99430eee95b9845,onClass,Support_for_Mgmt_plans
Broadband_subscriptions,label,Broadband_subscriptions
National_sust_plans,label,National_sust_plans
has_Institutional_representation,type,ObjectProperty
Compliance_labour_rights,type,Class
has_National_results_framework,type,ObjectProperty
N9be5ae06971e416baf5c513977d02993,type,Restriction
N5e3a9bfa8390459c8411ba750641e9f7,type,Restriction
Nefa8033d06254bad880586065d68f9ba,onProperty,has_Water_sanitation_deaths
has_Medicine_availability,label,Medicine_availability
N34708efd99f14e92886c9c12548aa160,onClass,Forest_area
has_CO_two_emissions_intensity,domain,Industry_Innovation_and_Infrastructure
Small_scale_fisher_support,subClassOf,Red_Indicators
Neaaf8554ea734a02ab222bb146098ae0,cardinality,1
N3115a7fca4bc411794db92d429f575e1,onClass,Govt_expenditure_in_budgets
has_Domestic_consumption,range,Domestic_consumption
Govt_spending,subClassOf,Green_Indicators
has_Inclusive_intl_participation,type,ObjectProperty
has_Developing_nation_tariffs,type,ObjectProperty
Ndced240d98a244c4b1bc84b75103449a,cardinality,1
Life_Below_Water,type,Class
Small_scale_fisher_support,type,Class
has_Pop_less_than_Fifty_percent_median_income,type,ObjectProperty
Violence_against_children,subClassOf,Yellow_Indicators
has_Biodiversity_planning,label,Biodiversity_planning
has_Water_sanitation_deaths,type,ObjectProperty
Nf0f6f21beb1242ab8731060aa01a0d81,onClass,ODA_for_infrastructure
Affordable_and_Clean_Energy,subClassOf,Ne61bbdc171ed4750888b93fde74379b5
has_New_HIV_infections,range,New_HIV_infections
Public_transpot_access,type,Class
has_Youth_employment_strategy,domain,Decent_Work_and_Economic_Growth
Ne98bcf47bbce417382444fc4b71121c7,type,Restriction
Energy_intensity,subClassOf,Green_Indicators
has_Sustainable_fishery_income,label,Sustainable_fishery_income
Clean_energy_investment,subClassOf,Red_Indicators
has_Vaccine_coverage,label,Vaccine_coverage
has_Victim_reports_of_crime,type,ObjectProperty
Govt_revenue_GDP,label,Govt_revenue_GDP
N1116c9b7363e489b90f1fac41ae1e6e7,onClass,Urban_air_pollution
has_Tourism_GDP_contribution,type,ObjectProperty
has_Children_on_track,type,ObjectProperty
has_Disaster_deaths_injury,range,Disaster_deaths_injury
has_Health_expenditure,label,Health_expenditure
Illicit_financial_flows,subClassOf,Red_Indicators
Women_in_parliament,label,Women_in_parliament
has_Govt_revenue_GDP,domain,Partnerships_for_The_Goals
N145014458a834c9d90e48bef14b279ed,type,Restriction
Quality_Education,subClassOf,Sustainable_Development_Goals
has_Water_use_efficiency,domain,Clean_Water_and_Sanitation
Sustainable_buildings,label,Sustainable_buildings
Research_for_marine_tech,label,Research_for_marine_tech
has_Violence_by_partner,type,ObjectProperty
has_Disaster_risk_reduction,type,ObjectProperty
Ne5140fee9b20408b94f543fc85ffde0d,onClass,Mountain_biodiversity
has_Youth_education_or_training,label,Youth_education_or_training
N211c77da6c8947209060cc73c8e1d193,type,Restriction
Nf372d4f0f38047e59527a99bde9b389c,cardinality,1
Small_scale_industry_value,label,Small-scale_industry_value
Violence_by_partner,label,Violence_by_partner
has_Planned_migration_policy,domain,Reduce_Inequalities
Nc3f5e5db825c48ca9b96763bd00548f0,type,Restriction
N02906aa6de304aa988e537e962de88ae,onProperty,has_Poverty_reduction_prog
has_ODA_to_agri,type,ObjectProperty
Decent_Work_and_Economic_Growth,subClassOf,N23294e08c6544a69aa064af9f5f19194
has_ODA_to_health,range,ODA_to_health
N0ead90e990404480b2af87413e4b619e,type,Restriction
has_Hourly_earnings,domain,Decent_Work_and_Economic_Growth
N3a942c2c5bd3466db50458b139f05a61,type,Restriction
Bribery_in_business,label,Bribery_in_business
Nd329bb103ee44924a29b935104ad815d,rest,N1b9f0b29de7f4c65842a7c4c26d89542
Biodiversity_planning,type,Class
has_Human_trafficking,domain,Peace_Justice_and_Strong_Institutions
N6468e449e46247a9ade8dda04ce0ef50,onClass,Seized_or_surrendered_arms
has_SDG_support,range,SDG_support
has_Food_insecurity,range,Food_insecurity
has_Statistical_capacity_resource,label,Statistical_capacity_resource
has_Sustainable_tourism,range,Sustainable_tourism
has_Own_health_decisions,range,Own_health_decisions
Nd9f08db3d7a5499a8b28feb7c059e839,cardinality,1
N89d169e0f2774c088804c6b591621c4e,onClass,ODA_for_biodiversity
N789e6a7bbe6a438ca165bc2e1a2e7a1a,cardinality,1
Sustainable_Cities_and_Communities,subClassOf,Ne218764d402e4454a2c64dc49410fd06
Nad151b183a414434aefa9ed838ba397c,onClass,Disaster_deaths
has_Violence_by_partner,range,Violence_by_partner
Recycling_rates,subClassOf,Yellow_Indicators
N13d79d4f0e1e478b84621be190b46eb6,onClass,ODA_from_OECD
has_Renewable_energy,type,ObjectProperty
Responsible_Consumption_and_Production,subClassOf,N9b7bc84911cc40f3be4d5c54bf3d5cdc
Bribery_in_business,subClassOf,Yellow_Indicators
has_Developing_nation_exports,domain,Partnerships_for_The_Goals
has_Social_protection,domain,No_Poverty
has_Compliance_labour_rights,range,Compliance_labour_rights
has_Broadband_subscriptions,range,Broadband_subscriptions
has_Human_rights_institutions,label,Human_rights_institutions
N18931c9696084cbea781d3df6c1639f3,type,Restriction
Nc6ddc5d6144342c4b57c487cf9352d61,type,Restriction
N9d3ba3194e254ff6a1e6c3d792a8f13d,onProperty,has_Sustainable_tourism_jobs
Partnerships_for_The_Goals,type,Class
has_Global_food_loss,range,Global_food_loss
Own_health_decisions,label,Own_health_decisions
Gender_Equality,subClassOf,N2d889bf773d14db2921c806eff8b389f
Reduce_Inequalities,subClassOf,N19471b779985408199bc301b85cfd65f
Basic_services,subClassOf,Green_Indicators
N3c54dc27de8242afb40874ebc73eb61f,onProperty,has_Investment_for_LDCs
has_Bribery_in_business,range,Bribery_in_business
N73fd66a249734ff889fdb2749ac16d57,onClass,Substance_use_treatment
has_Society_partnerships,type,ObjectProperty
Gender_Equality,subClassOf,N5a93ababf92b457a91febdb7bf41fe52
has_Women_in_parliament,label,Women_in_parliament
N7f38948d67d14b20b45e2bdcb39945bc,type,Restriction
N789e6a7bbe6a438ca165bc2e1a2e7a1a,type,Restriction
Ne867c9b9bf8a4260bc2243a646e25850,onProperty,has_Disaster_costs
Green_Indicators,subClassOf,Indicators
has_Water_sanitation_deaths,domain,Good_health_and_well_being
Sustainable_tourism_jobs,label,Sustainable_tourism_jobs
N61184ffee6cc467f8c1c36819bf2cb0b,type,Restriction
N45f96a2a0c0d42c78da5815c4ff41e7c,onClass,Planned_migration_policy
GDP_growth_per_employed,subClassOf,Green_Indicators
Nb355422b1cba48b9a1036e053b4a5328,onClass,R_and_D_spending
Biodiversity_planning,label,Biodiversity_planning
N9d60bb1c5bd340bb87250306e32f8e07,onClass,National_results_framework
violence_prevalence,type,Class
has_Human_trafficking,label,Human_trafficking
has_Road_traffic_injuries,type,ObjectProperty
Gender_Equality,subClassOf,N31e65be5cb654a10a9e6c7f774f277d0
Equal_intl_participation,type,Class
Corporate_sust_reports,label,Corporate_sust_reports
has_Climate_capacity_building,range,Climate_capacity_building
Peace_Justice_and_Strong_Institutions,subClassOf,Ncb6010ece10e42e1b73fb076fe98e41b
N043fa9690bf0441096710b5bf0d297f1,onProperty,has_Domestic_consumption
Ndced240d98a244c4b1bc84b75103449a,onProperty,has_ODA_to_health
Decent_Work_and_Economic_Growth,subClassOf,Nd69e8f4bb9184c399c28f0ba4b1a4164
N8e6820dd2bd94a0aad8bce790fd95cad,cardinality,1
has_Agri_orientation_index,domain,Zero_Hunger
N23294e08c6544a69aa064af9f5f19194,type,Restriction
Water_use_efficiency,type,Class
Life_On_Land,subClassOf,Ne5140fee9b20408b94f543fc85ffde0d
N9b7bc84911cc40f3be4d5c54bf3d5cdc,onProperty,has_Material_footprint
has_GDP_growth_per_employed,label,GDP_growth_per_employed
Social_protection,label,Social_protection
N1192f37823ba453aaf3ac5c60fc8aab4,onClass,Small_scale_fisher_support
has_Passenger_freight_volumes,label,Passenger_freight_volumes
Nf4fe0d2eb2d8406d88d3aca4dd081014,onProperty,has_Access_further_education
N9be5ae06971e416baf5c513977d02993,onClass,Birth_registration
N20294a95fe5c48c8883d41f91970ba7b,cardinality,1
Nc437487918c144839480d962ef678b11,cardinality,1
has_Vaccine_coverage,domain,Good_health_and_well_being
has_Informal_employment,domain,Decent_Work_and_Economic_Growth
Peace_Justice_and_Strong_Institutions,subClassOf,N6468e449e46247a9ade8dda04ce0ef50
has_Internet_use,label,Internet_use
Adolescent_births,type,Class
has_Non_communicable,domain,Good_health_and_well_being
Sustainable_urbanization,type,Class
has_Local_breed_extinction,range,Local_breed_extinction
Violence_against_children,type,Class
has_Multistakeholder_progress,type,ObjectProperty
Genital_mutilation,label,Genital_mutilation
has_Sustainable_urbanization,domain,Sustainable_Cities_and_Communities
Small_scale_industry_credit,label,Small-scale_industry_credit
Good_health_and_well_being,type,Class
N9b60462f5bee40eb935bae7254e77cd6,cardinality,1
Nf4b8592bc258430eab067d803fd533d2,cardinality,1
N9b60462f5bee40eb935bae7254e77cd6,onProperty,has_Small_scale_industry_credit
Gender_Equality,subClassOf,N38ab8854245b41b093b39d9e5fe3faad
Women_in_management,subClassOf,Yellow_Indicators
has_Disparities_in_edu_access,range,Disparities_in_edu_access
has_Energy_intensity,range,Energy_intensity
Good_health_and_well_being,subClassOf,N08c44b2508f84c16967a7403c0a8f403
Own_health_decisions,type,Class
has_Census_completeness,label,Census_completeness
N68a9b5b003004efe896c5073bb042bd9,cardinality,1
N1c2f09b51fb1424e9421143b9859ee86,cardinality,1
has_Investment_for_LDCs,type,ObjectProperty
has_Forced_marriage,type,ObjectProperty
has_Secure_land_rights,type,ObjectProperty
ODA_for_infrastructure,label,ODA_for_infrastructure
N043fa9690bf0441096710b5bf0d297f1,type,Restriction
has_Water_ecosystems,type,ObjectProperty
Children_on_track,subClassOf,Yellow_Indicators
Indicators,subClassOf,Any
N4d586ac7db7d4083897ceb651bce4458,onProperty,has_Sustainable_buildings
Nb7434516fab447889826427ee3a98da3,onProperty,has_Broadband_subscriptions
N6ab7d2e40a0e4607b8966acc4669489a,cardinality,1
N711e424934864431bb1a927a1dc75287,onClass,Freshwater_stress
Macroeconomic_dashboard,subClassOf,Red_Indicators
N45868f2755044ded9e8206519a8a18ca,onClass,National_sust_plans
Local_disaster_risk,subClassOf,Red_Indicators
has_Genital_mutilation,range,Genital_mutilation
Nf63622207036429dbf160093085f6979,type,Restriction
N877c84d6d68148f7bb6f017741484143,cardinality,1
has_Energy_intensity,domain,Affordable_and_Clean_Energy
has_violence_prevalence,domain,Peace_Justice_and_Strong_Institutions
has_ODA_for_infrastructure,range,ODA_for_infrastructure
Material_footprint,subClassOf,Yellow_Indicators
Good_health_and_well_being,subClassOf,N758c96d115e149c7ae95e033890e0855
has_Undernourichment,label,Undernourichment
ODA_from_OECD,subClassOf,Green_Indicators
has_Non_communicable,label,Non_communicable
N3b4b8558593c4b9083e7b558a4dc0a78,onProperty,has_National_poverty
Industry_Innovation_and_Infrastructure,type,Class
has_Govt_spending,type,ObjectProperty
Local_disaster_risk,type,Class
has_Labour_share_of_GDP,label,Labour_share_of_GDP
Food_insecurity,subClassOf,Yellow_Indicators
N866563cc2a1b4ef5993403b383f905ad,onClass,Tariff_rates
has_Urban_planning,domain,Sustainable_Cities_and_Communities
Sustainable_production,subClassOf,Red_Indicators
Genital_mutilation,type,Class
Ambient_water_quality,type,Class
N711e424934864431bb1a927a1dc75287,type,Restriction
Society_partnerships,label,Society_partnerships
Malaria_incidence,subClassOf,Green_Indicators
has_Income_growth_inequality,range,Income_growth_inequality
has_Debt_service,type,ObjectProperty
N570151a4c9e24d188eb0e1d6b32c0c7d,onClass,Unintentional_poisoning
Freshwater_stress,label,Freshwater_stress
has_Sustainable_production,domain,Zero_Hunger
Marine_protected_areas,label,Marine_protected_areas
Partnerships_for_The_Goals,subClassOf,N8f40f8510e66462f89c2c7c55b34d191
N43052178a53d4b0b9cb856a49ca1540d,cardinality,1
N2b69c1d1f5a04f26ae6ea75ff9216d73,type,Restriction
has_Marine_protected_areas,label,Marine_protected_areas
Climate_capacity_building,label,Climate_capacity_building
has_edu_for_sust_development,range,edu_for_sust_development
has_Integration_climate_policies,type,ObjectProperty
Ne98bcf47bbce417382444fc4b71121c7,onProperty,has_Female_land_ownership
has_Illegal_unregulated_fishing,domain,Life_Below_Water
N02906aa6de304aa988e537e962de88ae,type,Restriction
National_poverty,label,National_poverty
N9f6fe89c1f3b4452ba303c56d0593000,onProperty,has_Macroeconomic_dashboard
Nc34fa6adc35d4cb6bfe6923ea72adbe5,cardinality,1
Any,type,Class
has_Local_breed_extinction,label,Local_breed_extinction
Sustainable_Development_Goals,member,Sustainable_Cities_and_Communities
N900e7837b3d744348997d3751c25605b,onProperty,has_Neonatal_mortality
Decent_Work_and_Economic_Growth,subClassOf,Nf77c647c14d04610aadfcdaa55e84607
Invasive_alien_species,subClassOf,Red_Indicators
Sexual_health_access,label,Sexual_health_access
Na952a8fcab3d47ad823081afd91ffa86,type,Restriction
Responsible_Consumption_and_Production,subClassOf,N1c2f09b51fb1424e9421143b9859ee86
has_Violence_against_children,type,ObjectProperty
has_ODA_for_water,range,ODA_for_water
Nae0d113f5760482cb57d4914e40ee62c,onClass,Degradad_land
Solid_waste_management,subClassOf,Yellow_Indicators
Nf53c90a16c7744d0b2f0aa331610c25e,onClass,Science_tech_cooperation
has_Clean_energy_investment,range,Clean_energy_investment
N09f14827689c4f4d8020494010519db3,type,Restriction
N54fbf57c9e644a16b67bc1ed46d2d956,cardinality,1
Hazardous_waste_agreement,label,Hazardous_waste_agreement
N96e68d9f31db43138795620bf6741dc9,onClass,Food_insecurity
has_Healthcare_coverage,domain,Good_health_and_well_being
N45f96a2a0c0d42c78da5815c4ff41e7c,cardinality,1
has_Climate_change_education,label,Climate_change_education
Internet_use,label,Internet_use
has_Support_sust_production,type,ObjectProperty
has_Disaster_costs,label,Disaster_costs
CO_two_emissions_intensity,type,Class
N7357ab605bbb4f97a22fc6ac66ed7bf1,onClass,Social_protection
N1638933df7b34bc6a8af867897972f11,cardinality,1
Policy_for_sust_development,label,Policy_for_sust_development
Fish_stocks_levels,subClassOf,Green_Indicators
N3c54dc27de8242afb40874ebc73eb61f,onClass,Investment_for_LDCs
Sustainable_tourism_jobs,subClassOf,Red_Indicators
has_Sustainable_buildings,type,ObjectProperty
has_Inclusive__safe_school,label,Inclusive__safe_school
Hazardous_waste,label,Hazardous_waste
Ne42e0f03ffc44e33a4ab0cfc1e83e6d3,onClass,Domestic_taxes
Health_staff_at_births,label,Health_staff_at_births
Nad151b183a414434aefa9ed838ba397c,type,Restriction
R_and_D_spending,label,R_and_D_spending
has_Disaster_deaths_injury,label,Disaster_deaths_injury
N23294e08c6544a69aa064af9f5f19194,cardinality,1
has_R_and_D_researchers,range,R_and_D_researchers
has_Institutional_representation,domain,Peace_Justice_and_Strong_Institutions
ODA_for_scholarships,label,ODA_for_scholarships
Support_sust_production,type,Class
Youth_employment_strategy,subClassOf,Red_Indicators
Nb8a687b7ddd34a7d92cd0a0d21a94454,cardinality,1
has_Poverty_reduction_prog,type,ObjectProperty
N900e7837b3d744348997d3751c25605b,onClass,Neonatal_mortality
has_GDP_per_capita_growth,type,ObjectProperty
Life_On_Land,subClassOf,N34708efd99f14e92886c9c12548aa160
has_Cultural_heritage,range,Cultural_heritage
has_Sexual_health_access,label,Sexual_health_access
Health_workers,type,Class
Basic_services,label,Basic_services
Gender_Equality,subClassOf,N4e0536e00146480da5b1785d315df29e
N83e1e765a173427ea1fe3eae213c8fdb,onClass,Marine_pollution
Nd5f024d488114f5f9492e0469195152f,onClass,Public_service_satisfaction
N8250471580e14665a7d8c48cea7d6465,onProperty,has_ICT_skills
Local_risk_Mgmt,type,Class
Treated_wastewater,label,Treated_wastewater
Marine_pollution,type,Class
has_Journalist_media_killings,range,Journalist_media_killings
Vaccine_coverage,type,Class
Sustainable_lifestyles,type,Class
has_Prod_per_labour_unit,label,Prod_per_labour_unit
Nb46f50123b8d4cab96032ee0ef35b3d1,onProperty,has_Undernourichment
has_Adolescent_births,range,Adolescent_births
has_Child_wasting_or_obesity,range,Child_wasting_or_obesity
N7b03f9d53afb4a9cbe00f816590a0d08,onClass,Public_information_access
Goal_6,Concept,Clean_Water_and_Sanitation
N0c9b699454f848848b3f6f7bfd14034e,type,Class
Energy_service_investment,subClassOf,Green_Indicators
N9a67ac28c75b4e468109e6a65155bd25,cardinality,1
has_Degradad_land,range,Degradad_land
Sustainable_technologies,subClassOf,Red_Indicators
Multistakeholder_progress,label,Multistakeholder_progress
has_Support_for_Mgmt_plans,label,Support_for_Mgmt_plans
has_National_poverty,label,National_poverty
Human_rights_institutions,label,Human_rights_institutions
has_Protected_biodiversity_sites,label,Protected_biodiversity_sites
Nd8fd6dabd6e2498dac14e81daad364d2,cardinality,1
N383154cba0aa4dffb2b077b6c010384d,cardinality,1
N21032fb37034425697c356ed822622b9,type,Restriction
has_Malaria_incidence,type,ObjectProperty
has_Family_planning,label,Family_planning
has_Statistical_capacity,type,ObjectProperty
has_SDG_support,label,SDG_support
has_Remittance_costs,domain,Reduce_Inequalities
N820016514cbf4525bbf8824afb862abe,type,Restriction
N7f38948d67d14b20b45e2bdcb39945bc,onClass,Suicide_mortality
Ne5140fee9b20408b94f543fc85ffde0d,cardinality,1
has_Census_completeness,range,Census_completeness
N967de7956dae4719ae115f574e6195aa,onClass,Malaria_incidence
Forest_management,subClassOf,Green_Indicators
has_Conflict_related_deaths,type,ObjectProperty
Peace_Justice_and_Strong_Institutions,label,Peace_Justice_and_Strong_Institutions
has_Non_communicable,range,Non_communicable
has_Financial_soundness,range,Financial_soundness
has_Children_on_track,domain,Quality_Education
Sustainable_Development_Goals,member,Reduce_Inequalities
Access_to_clean_fuels,type,Class
has_Corporate_sust_reports,domain,Responsible_Consumption_and_Production
Nad151b183a414434aefa9ed838ba397c,onProperty,has_Disaster_deaths
N79b1144bc6944df1b41e1c0b2afb1879,type,Restriction
has_Adolescent_births,label,Adolescent_births
Public_safety,label,Public_safety
Nfd1ab85d832042ac9496830477160fa6,cardinality,1
has_Developing_nation_tariffs,range,Developing_nation_tariffs
Climate_Action,subClassOf,N9999fffb70b2449ab71e77ccf12ba0fa
has_Child_mortality,range,Child_mortality
Goal_13,Concept,Climate_Action
has_Local_risk_Mgmt,range,Local_risk_Mgmt
Open_city_spaces,type,Class
Sexual_health_access,subClassOf,Red_Indicators
Gender_Equality,subClassOf,Nf9856d65f4b54245ad9c2bfe11f913d8
Clean_energy_investment,type,Class
Nf4fe0d2eb2d8406d88d3aca4dd081014,cardinality,1
has_Disparities_in_edu_access,type,ObjectProperty
Nd7ccad1edd4f462887f60dfcb4e1003f,onClass,Developing_nation_tariffs
Good_health_and_well_being,subClassOf,N9aa963a31c0c450c8edd17eaf063b24e
has_Medicine_availability,domain,Good_health_and_well_being
has_ODA_for_water,type,ObjectProperty
Illegal_unregulated_fishing,type,Class
N226f9d327aa84218a17857f3f4cd94f5,cardinality,1
Nae2c925c20d144689bd47901d15a38c2,onProperty,has_Climate_change_education
has_Local_risk_Mgmt,label,Local_risk_Mgmt
N3e4746581f5e4f73accbfd3c687af912,onProperty,has_Disaster_risk_reduction
Multistakeholder_progress,type,Class
has_Climate_capacity_building,domain,Climate_Action
Agri_orientation_index,subClassOf,Yellow_Indicators
N3bd49a91353f45f094f9ba40950614e7,cardinality,1
Good_health_and_well_being,subClassOf,Ndd0ea011ac244c7bb86fa623a907832a
has_Energy_service_investment,domain,Affordable_and_Clean_Energy
Sanitation__handwashing,type,Class
has_Inflows_to_poverty_red,range,Inflows_to_poverty_red
Peace_Justice_and_Strong_Institutions,subClassOf,Nddc93b1b57ea4db4b1d33c390195108e
R_and_D_spending,type,Class
Nac90cbe1a52a4e0eb19f6ee7de08c24d,cardinality,1
Peace_Justice_and_Strong_Institutions,subClassOf,N710d127041644884a623365876fd1c9d
Sustainable_Development_Goals,member,Peace_Justice_and_Strong_Institutions
Tobacco_use,subClassOf,Green_Indicators
Sustainable_Development_Goals,label,Sustainable_Development_Goals
N961e7659fa2e4f89ad151ce96ca3f6b4,onProperty,has_Govt_spending
has_Sustainable_tourism_jobs,label,Sustainable_tourism_jobs
Urban_air_pollution,subClassOf,Green_Indicators
N9bb6a744af874674b5240ef943ac0396,onProperty,has_Youth_education_or_training
N9999fffb70b2449ab71e77ccf12ba0fa,cardinality,1
Govt_expenditure_in_budgets,label,Govt_expenditure_in_budgets
Reduce_Inequalities,subClassOf,N45f96a2a0c0d42c78da5815c4ff41e7c
has_Qualified_teachers,type,ObjectProperty
has_Forest_management,type,ObjectProperty
N61184ffee6cc467f8c1c36819bf2cb0b,onClass,Ocean_acidification
N166362e4a0a447d2baa6677ea0caee28,onClass,Violence_by_partner
N03256c78d1f844ea8a745f12d7ce4b3a,type,Restriction
has_Financial_account_access,label,Financial_account_access
N38ab8854245b41b093b39d9e5fe3faad,onClass,Tracking_gender_equality
ODA_for_water,label,ODA_for_water
N3b4b8558593c4b9083e7b558a4dc0a78,cardinality,1
N5bd7fff890124db19a7a4a823f7dda29,type,Restriction
N6de0d23e5e5b4223a020323235fe097f,onProperty,has_Health_staff_at_births
has_Literacy__numeracy,label,Literacy__numeracy
N6f5a2dd0345b45b0ac3b570eacebe812,onProperty,has_Green_Climate_Fund
Gender_Equality,subClassOf,Sustainable_Development_Goals
Ne6f423be8797441b93a251a9a60d7026,type,Restriction
Human_trafficking,type,Class
has_ODA_to_agri,label,ODA_to_agri
has_Poverty_reduction_prog,domain,No_Poverty
Extreme_poverty,label,Extreme_poverty
Sustainable_Cities_and_Communities,subClassOf,N1116c9b7363e489b90f1fac41ae1e6e7
Agri_export_subsidies,type,Class
